pk,id,name,level,status,macroareas
20229,mene1239,Menemo,dialect,Unknown,Africa
20230,mogh1246,Moghamo,dialect,Unknown,Africa
20231,besa1242,Besali,dialect,Unknown,Africa
20232,bech1238,Bechati,dialect,Unknown,Africa
20233,igua1238,Iguambo,dialect,Unknown,Africa
20234,bamu1255,Bamumbo,dialect,Unknown,Africa
20235,bant1284,Banti,dialect,Unknown,Africa
20236,nkoo1238,Nko,dialect,Unknown,Africa
20237,fole1238,Folepi,dialect,Unknown,Africa
20238,bang1358,Bangang,dialect,Unknown,Africa
20239,meng1265,Mengum,dialect,Unknown,Africa
20240,mbiz1238,Mbizenaku,dialect,Unknown,Africa
20241,fung1247,Fungom,dialect,Unknown,Africa
20242,nyos1238,Nyos,dialect,Unknown,Africa
20243,chaa1238,Cha',dialect,Unknown,Africa
20244,veng1238,Vengo,language,not endangered,Africa
20245,kens1251,Kenswei Nsei,language,not endangered,Africa
20246,bame1260,Bamenyam,language,not endangered,Africa
20247,bamo1241,Bamoun,family,Unknown,Africa
20248,mung1273,Mungakaic,family,Unknown,Africa
20249,mbee1250,Mbe',language,threatened,Africa
20250,dzod1238,Dzodinka,language,not endangered,Africa
20251,limb1268,Limbum,language,not endangered,Africa
20252,yamb1251,Yamba,language,not endangered,Africa
20253,mfum1239,Mfumteic,family,Unknown,Africa
20254,ngem1255,Ngemba,language,not endangered,Africa
20255,bamu1254,Bamukumbit,language,not endangered,Africa
20256,kpat1246,Kpati,language,extinct,Africa
20257,awin1248,Awing,language,not endangered,Africa
20258,piny1238,Pinyin,language,not endangered,Africa
20259,bafu1247,Bafut-Beba,family,Unknown,Africa
20260,mend1261,Mendankwe-Nkwen,language,threatened,Africa
20261,bamb1266,Bambili-Bambui,language,not endangered,Africa
20262,ghom1247,Ghomálá',language,not endangered,Africa
20263,medu1238,Medumba,language,not endangered,Africa
20264,fefe1239,Fe'fe',language,not endangered,Africa
20265,ndan1241,Nda'nda',language,not endangered,Africa
20266,kwaa1265,Kwa',language,shifting,Africa
20267,ngom1271,Ngombale,language,not endangered,Africa
20268,bamb1272,Bamboutos,family,Unknown,Africa
20269,ngom1272,Ngomba,language,not endangered,Africa
20270,meng1264,Mengaka,language,not endangered,Africa
20271,nkum1250,Nkum,dialect,Unknown,Africa
20272,nkem1243,Nkem,dialect,Unknown,Africa
20273,aban1242,Abanyom,language,not endangered,Africa
20274,nnam1238,Nnam,language,not endangered,Africa
20275,ekaj1238,Ekajuk,language,not endangered,Africa
20276,efut1242,Efutop,language,not endangered,Africa
20277,nden1250,Nde-Nsele-Nta,language,not endangered,Africa
20278,keak1238,Keaka,dialect,Unknown,Africa
20279,oban1246,Obang,dialect,Unknown,Africa
20280,sout2824,Southern Etung,dialect,Unknown,Africa
20281,bend1259,Bendeghe Etung,dialect,Unknown,Africa
20282,ekwe1238,Ekwe,dialect,Unknown,Africa
20283,nort2807,Northern Etung,dialect,Unknown,Africa
20284,akam1238,Akamkpa-Ejagham,dialect,Unknown,Africa
20285,ngbi1239,Ngbinda-Mayeka,family,Unknown,Africa
20286,unun9928,Unclassified Ngendan,family,Unknown,Africa
20287,homa1239,Homa,language,extinct,Africa
20288,ngbe1238,Ngbee,language,extinct,Africa
20289,kari1306,Kari,language,shifting,Africa
20290,nyan1303,Nyanga-li,language,moribund,Africa
20291,komo1260,Komo (Democratic Republic of Congo),language,threatened,Africa
20292,bila1259,Bila-Kaiku,family,Unknown,Africa
20293,kang1285,Kango (Tshopo District),language,threatened,Africa
20294,bhel1238,Bhele,language,threatened,Africa
20295,suwa1240,Suwa,dialect,Unknown,Africa
20296,kyan1239,Kyanzi,dialect,Unknown,Africa
20297,kigu1238,Kigumu,dialect,Unknown,Africa
20298,liko1248,Likó,dialect,Unknown,Africa
20299,lili1250,Lilikó,dialect,Unknown,Africa
20300,lili1249,Liliká,dialect,Unknown,Africa
20301,kang1286,Kango (Bas-Uélé District),language,not endangered,Africa
20302,paga1238,Pagabeteic,family,Unknown,Africa
20303,ngel1238,Ngelima,language,not endangered,Africa
20304,yapo1244,Yapoma,dialect,Unknown,Africa
20305,yaka1273,Yakalak,dialect,Unknown,Africa
20306,biso1242,Bisoo,dialect,Unknown,Africa
20307,yass1240,Yassuku,dialect,Unknown,Africa
20308,yaby1238,Yabyang,dialect,Unknown,Africa
20309,mban1266,Mbang,dialect,Unknown,Africa
20310,adie1238,Adie,dialect,Unknown,Africa
20311,hiju1238,Hijuk,language,shifting,Africa
20312,basa1284,Basa (Cameroon),language,not endangered,Africa
20313,lefa1242,Lefa,language,not endangered,Africa
20314,bafi1243,Bafia,language,not endangered,Africa
20315,isuf1235,Isu (Fako Division),language,shifting,Africa
20316,bako1250,Bakole,language,shifting,Africa
20317,dual1243,Duala,language,not endangered,Africa
20318,mali1280,Malimba,language,threatened,Africa
20319,ngum1255,Ngumbi,language,not endangered,Africa
20320,yasa1242,Yasa,language,shifting,Africa
20321,lolu1238,Lolue,dialect,Unknown,Africa
20322,lota1238,Lotanga,dialect,Unknown,Africa
20323,long1394,Longolo,dialect,Unknown,Africa
20324,lond1243,Londo,dialect,Unknown,Africa
20325,ekom1238,Ekombe,dialect,Unknown,Africa
20326,loko1253,Lokoko,dialect,Unknown,Africa
20327,loku1238,Lokundu,dialect,Unknown,Africa
20328,mbon1250,Mbonge,dialect,Unknown,Africa
20329,bima1245,Bima (oroko),dialect,Unknown,Africa
20330,eviy1235,Viya,language,moribund,Africa
20331,bubi1250,Bubi,language,threatened,Africa
20332,tsog1243,Tsogo,language,not endangered,Africa
20333,simb1254,Simba,language,shifting,Africa
20334,kand1300,Kande,language,moribund,Africa
20335,pinj1243,Pinji,language,shifting,Africa
20336,tomb1246,Tombidi,language,nearly extinct,Africa
20337,kele1257,Kélé,language,threatened,Africa
20338,ngom1273,Ngom-Mwesa-Mbangwe,family,Unknown,Africa
20339,sake1249,Sake-Ndambomo,family,Unknown,Africa
20340,osam1235,Osamayi,language,threatened,Africa
20341,ndas1240,Ndasa-Wumbvu,family,Unknown,Africa
20342,kota1274,Kota (Gabon),language,threatened,Africa
20343,maho1248,Mahongwe,language,shifting,Africa
20344,mane1268,Manenguba,family,Unknown,Africa
20345,bafa1247,Bafaw-Balong,language,not endangered,Africa
20346,ekii1242,Eke (Cameroon),dialect,Unknown,Africa
20347,many1260,Manyok,dialect,Unknown,Africa
20348,mvet1238,Mvete,dialect,Unknown,Africa
20349,mvog1242,Mvog-Niengue,dialect,Unknown,Africa
20350,bamv1238,Bamvele,dialect,Unknown,Africa
20351,enoa1238,Enoah,dialect,Unknown,Africa
20352,bane1246,Bane,dialect,Unknown,Africa
20353,evou1238,Evouzok,dialect,Unknown,Africa
20354,yabe1253,Yabekolo,dialect,Unknown,Africa
20355,yabe1252,Yabeka,dialect,Unknown,Africa
20356,fong1242,Fong,dialect,Unknown,Africa
20357,omva1238,Omvang,dialect,Unknown,Africa
20358,badj1245,Badjia,dialect,Unknown,Africa
20359,beti1249,Beti,dialect,Unknown,Africa
20360,yabe1251,Yabekanga,dialect,Unknown,Africa
20361,bafe1238,Bafeuk,dialect,Unknown,Africa
20362,mbid1238,Mbida-Bani,dialect,Unknown,Africa
20363,mabi1238,Mabi,dialect,Unknown,Africa
20364,mvum1238,Mvumbo,dialect,Unknown,Africa
20365,nucl1406,Nuclear Kwasio,dialect,Unknown,Africa
20366,kako1242,Kako,language,not endangered,Africa
20367,pomo1271,Pomo,language,not endangered,Africa
20368,kwak1266,Kwakum,language,not endangered,Africa
20369,maka1324,Makaaic,family,Unknown,Africa
20370,bomw1238,Bomwali,language,not endangered,Africa
20371,yamb1255,Yambe,language,Unknown,Africa
20372,njem1234,Njemic,family,Unknown,Africa
20373,bekw1243,Bekwilic,family,Unknown,Africa
20374,nucl1409,Nuclear Mpuono,dialect,Unknown,Africa
20375,mpuu1242,Mpuun,dialect,Unknown,Africa
20376,ntsi1238,Ntsiam,dialect,Unknown,Africa
20377,ntsw1238,Ntswar,dialect,Unknown,Africa
20378,ngon1267,Ngongo,language,not endangered,Africa
20379,song1299,Nsong,language,not endangered,Africa
20380,tien1242,Tiene,language,not endangered,Africa
20381,boma1246,Boma,language,not endangered,Africa
20382,yans1239,Yansi,language,not endangered,Africa
20383,samb1309,Ntsambaan,language,threatened,Africa
20384,bogo1240,Bogongo,dialect,Unknown,Africa
20385,nucl1398,Nuclear Pande,dialect,Unknown,Africa
20386,nzar1242,Nzari,dialect,Unknown,Africa
20387,base1242,Basese,dialect,Unknown,Africa
20388,bamb1264,Bambenzele,dialect,Unknown,Africa
20389,beka1240,Beka,dialect,Unknown,Africa
20390,bwak1245,Bwaka (Mbati),dialect,Unknown,Africa
20391,bole1246,Bolemba,dialect,Unknown,Africa
20392,bonz1238,Bonzio,dialect,Unknown,Africa
20393,mbat1249,Mbati of Mbaïki,dialect,Unknown,Africa
20394,diko1241,Dikota,dialect,Unknown,Africa
20395,diku1238,Dikuta,dialect,Unknown,Africa
20396,nyen1257,Nyengo,language,not endangered,Africa
20397,sima1258,Simaa,language,shifting,Africa
20398,mbuk1240,Mbukushu,language,not endangered,Africa
20399,mash1267,Mashi (Zambia),language,threatened,Africa
20400,kwan1274,Kwandi,dialect,Unknown,Africa
20401,mdun1238,Mdundulu,dialect,Unknown,Africa
20402,kwan1275,Kwangwa,dialect,Unknown,Africa
20403,mish1242,Mishulundu,dialect,Unknown,Africa
20404,mbum1255,Mbumi,dialect,Unknown,Africa
20405,suku1259,Suku,language,not endangered,Africa
20406,yaka1269,Yaka-Pelende-Lonzo,language,not endangered,Africa
20407,hung1280,Hungu,language,threatened,Africa
20408,core1256,Core Kikongo,family,Unknown,Africa
20409,nort3267,Northern Kikongo,family,Unknown,Africa
20410,ngir1252,Ngiri Riverain Ubangi,family,Unknown,Africa
20411,ngir1251,Ngiri Riverain Mongala,family,Unknown,Africa
20412,ngom1274,Ngombe-Genja,family,Unknown,Africa
20413,bomb1262,Bomboma,language,not endangered,Africa
20414,bamw1239,Bamweic,family,Unknown,Africa
20415,sawa1252,Saw,family,Unknown,Africa
20416,budj1234,Budja (C.37),family,Unknown,Africa
20417,kund1256,Kunda (Democratic Republic of Congo),dialect,Unknown,Africa
20418,ilik1238,Iliku,dialect,Unknown,Africa
20419,bumw1238,Bumwangi,dialect,Unknown,Africa
20420,limp1238,Limpesa,dialect,Unknown,Africa
20421,mong1337,Mongala Poto,dialect,Unknown,Africa
20422,lipo1239,Lipoto,dialect,Unknown,Africa
20423,ngun1271,Ngundi (DRC),dialect,Unknown,Africa
20424,kumb1272,Kumba (Democratic Republic of Congo),dialect,Unknown,Africa
20425,esum1242,Esumbu,dialect,Unknown,Africa
20426,mong1336,Mongo (Lusengo),dialect,Unknown,Africa
20427,busu1243,Busu Djanga,dialect,Unknown,Africa
20428,kang1287,Kangana,dialect,Unknown,Africa
20429,luse1253,Lusengo Poto,dialect,Unknown,Africa
20430,empe1239,Empesa Poko,dialect,Unknown,Africa
20431,lomo1242,Lomongo,family,Unknown,Africa
20432,nkut1239,Nkutsuic,family,Unknown,Africa
20433,ntom1248,Ntomba,language,not endangered,Africa
20434,boli1255,Bolia,language,not endangered,Africa
20435,mpin1234,Mpinda,language,threatened,Africa
20436,bolo1261,Kibala,language,shifting,Africa
20437,sama1300,Sama,language,not endangered,Africa
20438,kimb1241,Kimbundu,language,not endangered,Africa
20439,nson1238,Nsongo,language,not endangered,Africa
20440,mbal1260,Mbala-Sondi,family,Unknown,Africa
20441,holu1246,Holu (K.10),family,Unknown,Africa
20442,cimb1239,Cimbebasia,family,Unknown,Africa
20443,kwan1288,Kwangali-Diriku,family,Unknown,Africa
20444,umbu1257,Umbundu,language,not endangered,Africa
20445,unun9922,Unclassified Kunene,family,Unknown,Africa
20446,ruun1239,Ruund-Salampasu,family,Unknown,Africa
20447,chok1244,Chokwe-Ngangela-Nyemba (K.20),family,Unknown,Africa
20448,bang1371,Bangubangu-Kasai,family,Unknown,Africa
20449,kany1247,Kanyok,language,not endangered,Africa
20450,kaon1241,Kaonde,language,not endangered,Africa
20451,sang1331,Sanga (Democratic Republic of Congo),language,not endangered,Africa
20452,luba1250,Luba-Katanga,language,threatened,Africa
20453,west2476,Western Kalebwe,dialect,Unknown,Africa
20454,east2408,Eastern Kalebwe,dialect,Unknown,Africa
20455,mbag1238,Mbagani,dialect,Unknown,Africa
20456,poke1238,Poke,language,not endangered,Africa
20457,baso1234,Basoo,family,Unknown,Africa
20458,kele1255,Kele-Foma,language,not endangered,Africa
20459,lomb1260,Lombo,language,not endangered,Africa
20460,keem1238,Keembo,dialect,Unknown,Africa
20461,inja1238,Inja,dialect,Unknown,Africa
20462,nkim1238,Nkimbe,dialect,Unknown,Africa
20463,botu1238,Botunga,dialect,Unknown,Africa
20464,yang1291,Yangonda,dialect,Unknown,Africa
20465,yaik1238,Yaikole,dialect,Unknown,Africa
20466,yais1238,Yaisu,dialect,Unknown,Africa
20467,yaam1238,Yaamba,dialect,Unknown,Africa
20468,vili1239,Vili of Ngounie,language,moribund,Africa
20469,ndja1234,Ndjavi A,family,Unknown,Africa
20470,ndja1235,Ndjavi B,family,Unknown,Africa
20471,mosi1246,Mosieno,dialect,Unknown,Africa
20472,ngee1239,Ngee,dialect,Unknown,Africa
20473,bali1275,Bali,dialect,Unknown,Africa
20474,teke1274,Teke-Fuumu,language,threatened,Africa
20475,teke1280,Teke-Kukuya,language,not endangered,Africa
20476,ngun1272,Ngungwel,language,not endangered,Africa
20477,teke1278,Teke-Eboo-Nzikou,language,threatened,Africa
20478,laal1243,Laali-Tsaayi-Yaka,family,Unknown,Africa
20479,teke1276,Teke-Tyee,language,not endangered,Africa
20480,ndum1239,Ndumu,language,threatened,Africa
20481,kani1279,Kaningi,language,threatened,Africa
20482,omba1243,Ombambaic,family,Unknown,Africa
20483,tchi1245,Tchitchege,language,shifting,Africa
20484,mese1243,Mese (Cameroon),dialect,Unknown,Africa
20485,ndok1257,Ndokbiakat,dialect,Unknown,Africa
20486,elin1239,Eling,dialect,Unknown,Africa
20487,ndog1249,Ndogbang,dialect,Unknown,Africa
20488,itun1238,Itundu,dialect,Unknown,Africa
20489,loga1243,Logananga,dialect,Unknown,Africa
20490,niny1238,Ni Nyo'o,dialect,Unknown,Africa
20491,ndok1258,Ndoktuna,dialect,Unknown,Africa
20492,nuba1241,Nubaca,language,shifting,Africa
20493,mbul1262,Mbule,language,threatened,Africa
20494,yang1293,Yangben,language,threatened,Africa
20495,elip1239,Elip-Maala,family,Unknown,Africa
20496,bati1251,Bati (Cameroon),language,shifting,Africa
20497,bung1265,Bungu,language,not endangered,Africa
20498,pimb1238,Pimbwe,language,threatened,Africa
20499,fipa1240,Fipaic,family,Unknown,Africa
20500,lamb1272,Lambya,language,not endangered,Africa
20501,nyik1249,Nyika,family,Unknown,Africa
20502,mali1279,Malila,language,not endangered,Africa
20503,safw1238,Safwa,language,not endangered,Africa
20504,ngon1268,Ngonde,dialect,Unknown,Africa
20505,nkon1246,Nkonde,dialect,Unknown,Africa
20506,nyak1261,Nyakyusa,dialect,Unknown,Africa
20507,kukw1245,Kukwe,dialect,Unknown,Africa
20508,sely1242,Selya,dialect,Unknown,Africa
20509,mwam1244,Mwamba,dialect,Unknown,Africa
20510,sukw1242,Sukwa,dialect,Unknown,Africa
20511,bisa1262,Bisa-Lamba (M.50),family,Unknown,Africa
20512,bemb1256,Bemba (M.40),family,Unknown,Africa
20513,shil1264,Shila,dialect,Unknown,Africa
20514,dond1246,Dondo (Ndau),dialect,Unknown,Africa
20515,dand1239,Danda,dialect,Unknown,Africa
20516,shan1279,Shanga (Mozambique),dialect,Unknown,Africa
20517,garw1238,Garwe,dialect,Unknown,Africa
20518,tong1316,Tonga,dialect,Unknown,Africa
20519,nucl1378,Nuclear Ndau,dialect,Unknown,Africa
20520,many1258,Manyika,language,not endangered,Africa
20521,tewe1238,Tewe,language,not endangered,Africa
20522,cent2310,Central Shona,family,Unknown,Africa
20523,tala1281,Talahundra,dialect,Unknown,Africa
20524,lili1247,Lilima,dialect,Unknown,Africa
20525,nyai1238,Nyai,dialect,Unknown,Africa
20526,ikal1242,Ikalanga,dialect,Unknown,Africa
20527,peri1257,Peri,dialect,Unknown,Africa
20528,kiku1241,Kikuyu-Embu,family,Unknown,Africa
20529,temi1247,Temi,language,not endangered,Africa
20530,dhai1238,Dhaiso,language,shifting,Africa
20531,kamb1297,Kamba (Kenya),language,not endangered,Africa
20532,chuk1274,Chuka,language,not endangered,Africa
20533,meru1245,Meru,language,not endangered,Africa
20534,thar1283,Tharaka,language,not endangered,Africa
20535,tave1240,Taveta,language,not endangered,Africa
20536,pare1277,Pareic,family,Unknown,Africa
20537,miji1240,Mijikenda-Pokomo-Comorian,family,Unknown,Africa
20538,saba1282,Sabaki-Swahili,family,Unknown,Africa
20539,kagu1239,Kagulu,language,not endangered,Africa
20540,west2846,West Ruvu,family,Unknown,Africa
20541,east2756,East Ruvu,family,Unknown,Africa
20542,bena1262,Bena (Tanzania),language,not endangered,Africa
20543,hehe1240,Hehe,language,not endangered,Africa
20544,vwan1235,Vwanji,language,not endangered,Africa
20545,sang1330,Sangu (Tanzania),language,threatened,Africa
20546,mago1246,Magoma,language,not endangered,Africa
20547,nucl1379,Kinga,language,not endangered,Africa
20548,pang1287,Pangwa,language,not endangered,Africa
20549,kisi1243,Kisi,language,threatened,Africa
20550,ngon1269,Ngoni,language,threatened,Africa
20551,mand1423,Manda-Matumba,language,threatened,Africa
20552,kono1265,Konongo,language,threatened,Africa
20553,kimb1242,Kimbu,language,threatened,Africa
20554,suku1261,Sukuma,language,not endangered,Africa
20555,nyam1276,Nyamwezi,language,not endangered,Africa
20556,gwen1239,Gweno,language,shifting,Africa
20557,chag1250,Chaga,family,Unknown,Africa
20558,saga1262,Sagalla,language,not endangered,Africa
20559,tait1250,Taita,language,not endangered,Africa
20560,tong1320,Tongwe,language,threatened,Africa
20561,bend1258,Bende,language,shifting,Africa
20562,kivu1239,Kivu,family,Unknown,Africa
20563,konz1238,Rwenzori,family,Unknown,Africa
20564,kabw1242,Kabwari,language,not endangered,Africa
20565,nyan1318,Nyanza Mara,family,Unknown,Africa
20566,sugu1245,Suguti,family,Unknown,Africa
20567,nort3220,North Nyanza,family,Unknown,Africa
20568,zinz1238,Zinza,language,threatened,Africa
20569,ruta1242,Rutara,family,Unknown,Africa
20570,kere1283,Kerewe,language,not endangered,Africa
20571,luyi1234,Luyia,family,Unknown,Africa
20572,logo1258,Logooli,language,not endangered,Africa
20573,unun9919,Unclassified Greater Luyia,family,Unknown,Africa
20574,yaoo1241,Yao,language,not endangered,Africa
20575,mwer1248,Mwera (Chimwera),language,not endangered,Africa
20576,mako1251,Makonde,language,not endangered,Africa
20577,makw1236,Makwe,language,threatened,Africa
20578,mach1265,Machinga,language,not endangered,Africa
20579,matu1259,Matumbi,language,not endangered,Africa
20580,nden1248,Ndengereko,language,threatened,Africa
20581,mate1258,Matengo,language,not endangered,Africa
20582,mpot1240,Mpoto,language,not endangered,Africa
20583,nden1251,Ndendeule-Ngindo,family,Unknown,Africa
20584,nind1242,Nindi,language,shifting,Africa
20585,gito1239,Gitonga Gy Khogani,dialect,Unknown,Africa
20586,nyam1272,Nyambe,dialect,Unknown,Africa
20587,sewi1238,Sewi,dialect,Unknown,Africa
20588,copi1238,Copi,dialect,Unknown,Africa
20589,lamb1270,Lambwe,dialect,Unknown,Africa
20590,kham1292,Khambani,dialect,Unknown,Africa
20591,tong1315,Tonga (Chopi),dialect,Unknown,Africa
20592,leng1257,Lengue,dialect,Unknown,Africa
20593,ndon1251,Ndonge,dialect,Unknown,Africa
20594,tavh1238,Tavha-Tsindi,dialect,Unknown,Africa
20595,lemb1261,Lembetu,dialect,Unknown,Africa
20596,ilaf1238,Ilafuri,dialect,Unknown,Africa
20597,phan1255,Phani,dialect,Unknown,Africa
20598,guvh1238,Guvhu,dialect,Unknown,Africa
20599,mand1421,Manda,dialect,Unknown,Africa
20600,mbed1238,Mbedzi,dialect,Unknown,Africa
20601,maku1247,North Mozambique Bantu,family,Unknown,Africa
20602,soth1248,Sotho-Tswana (S.30),family,Unknown,Africa
20603,sout2808,Sumayela Ndebele,language,threatened,Africa
20604,ngun1267,Southern Ndebele-Lowland,family,Unknown,Africa
20605,tson1249,Tsonga,language,not endangered,Africa
20606,rong1268,Ronga,language,not endangered,Africa
20607,tswa1255,Tswa,language,not endangered,Africa
20608,subi1246,Subiya,language,threatened,Africa
20609,tote1238,Totela,language,threatened,Africa
20610,shan1291,Shanjo,language,shifting,Africa
20611,fwee1238,Fwe,language,not endangered,Africa
20612,domb1246,Toka-Leya-Dombe,language,shifting,Africa
20613,kafu1239,Kafue,family,Unknown,Africa
20614,bemb1260,Bembe-Buyu-Binja,family,Unknown,Africa
20615,lega1253,Lega,family,Unknown,Africa
20616,mitu1240,Mituku,language,not endangered,Africa
20617,mokp1238,Mokpa,language,Unknown,Africa
20618,poka1241,Poka,dialect,Unknown,Africa
20619,chik1250,Chikamanga,dialect,Unknown,Africa
20620,hewe1238,Hewe,dialect,Unknown,Africa
20621,ngon1272,Ngoni (Tumbuka),dialect,Unknown,Africa
20622,chit1282,Chitumbuka,dialect,Unknown,Africa
20623,neny1238,Nenya,dialect,Unknown,Africa
20624,kand1299,Kandawire,dialect,Unknown,Africa
20625,ntha1238,Nthali,dialect,Unknown,Africa
20626,seng1277,Senga,dialect,Unknown,Africa
20627,fung1246,Fungwe,dialect,Unknown,Africa
20628,chip1260,Chipoka,dialect,Unknown,Africa
20629,yomb1245,Yombe (Tumbuka),dialect,Unknown,Africa
20630,weny1238,Wenya,dialect,Unknown,Africa
20631,fili1243,Fililwa,dialect,Unknown,Africa
20632,mala1475,Malawi Sena,language,not endangered,Africa
20633,nyun1248,Nyungwe,language,not endangered,Africa
20634,barw1243,Barwe,language,threatened,Africa
20635,phim1238,Phimbi,language,threatened,Africa
20636,nucl1396,Sena,language,not endangered,Africa
20637,mwer1247,Mwera (Nyasa),language,threatened,Africa
20638,nyan1308,Nyanja,language,not endangered,Africa
20639,iyiv1238,Iyive,language,shifting,Africa
20640,otan1238,Otank,language,not endangered,Africa
20641,tivv1240,Tiv,language,not endangered,Africa
20642,dadj1238,Dadja,dialect,Unknown,Africa
20643,tsch1248,Tschetti,dialect,Unknown,Africa
20644,djam1257,Djama,dialect,Unknown,Africa
20645,ilod1238,Ilodji,dialect,Unknown,Africa
20646,icaa1240,Ica,dialect,Unknown,Africa
20647,lucu1239,Lucumi-Yoruba,family,Unknown,Africa
20647,lucu1239,Lucumi-Yoruba,family,Unknown,North America
20648,uluk1257,Ulukwumi,language,not endangered,Africa
20649,gupa1249,Gupa,dialect,Unknown,Africa
20650,abaw1238,Abawa,dialect,Unknown,Africa
20651,itee1238,Iteeji,dialect,Unknown,Africa
20652,ugba1238,Ugbala,dialect,Unknown,Africa
20653,mtez1238,Mtezi,dialect,Unknown,Africa
20654,adim1238,Adim,dialect,Unknown,Africa
20655,eton1252,Etono II,dialect,Unknown,Africa
20656,abin1242,Abini,dialect,Unknown,Africa
20657,abay1238,Abayongo,dialect,Unknown,Africa
20658,nucl1375,Nuclear Agwagwune,dialect,Unknown,Africa
20659,orum1242,Orum,dialect,Unknown,Africa
20660,erei1238,Erei,dialect,Unknown,Africa
20661,leyi1238,Leyigha,language,not endangered,Africa
20662,leny1238,Lenyima,language,not endangered,Africa
20663,pind1243,Pindiga,dialect,Unknown,Africa
20664,gwan1242,Gwana,dialect,Unknown,Africa
20665,taku1256,Takum,dialect,Unknown,Africa
20666,dong1292,Donga (Jukun Takum),dialect,Unknown,Africa
20667,gaya1240,Gayam,dialect,Unknown,Africa
20668,garb1238,Garbabi,dialect,Unknown,Africa
20669,gala1254,Galamjina,dialect,Unknown,Africa
20670,sham1278,Shama-Sambuga,language,not endangered,Africa
20671,east2403,Eastern Acipa,language,not endangered,Africa
20672,gyem1238,Gyem,language,shifting,Africa
20673,shau1238,Shau,language,extinct,Africa
20674,siii1238,Si,dialect,Unknown,Africa
20675,gana1271,Gana (Nigeria),dialect,Unknown,Africa
20676,taka1263,Takaya,dialect,Unknown,Africa
20677,gamo1241,Gamo-Ningi,language,extinct,Africa
20678,kudu1241,Kudu-Camo,language,moribund,Africa
20679,tunz1235,Tunzu,language,shifting,Africa
20680,chok1248,Chokobo-Lemoro-Sanga,family,Unknown,Africa
20681,boze1240,Boze-Loro,family,Unknown,Africa
20682,janj1240,Janji,language,shifting,Africa
20683,igut1238,Iguta,language,not endangered,Africa
20684,ziri1239,Ziriya,language,extinct,Africa
20685,shen1250,Sheni,language,nearly extinct,Africa
20686,gbir1242,Gbiri,dialect,Unknown,Africa
20687,nira1238,Niragu,dialect,Unknown,Africa
20688,giky1239,Gikyode-Ginyanga,family,Unknown,Africa
20689,nawu1242,Nawuri,language,not endangered,Africa
20690,krac1238,Krache,language,not endangered,Africa
20691,kpla1238,Kplang,language,not endangered,Africa
20692,chum1265,Chumbuli,family,Unknown,Africa
20693,nchu1239,Nchumbulu-Dwang,family,Unknown,Africa
20694,nucl1350,Nuclear Gonja,dialect,Unknown,Africa
20695,chor1271,Choruba,dialect,Unknown,Africa
20696,guaa1238,Gua,language,not endangered,Africa
20697,cher1271,Cherepon,language,not endangered,Africa
20698,anyi1244,Anyin Morofo,language,not endangered,Africa
20699,anyi1245,Anyin,language,not endangered,Africa
20700,jwir1241,Jwira-Pepesa,language,not endangered,Africa
20701,nzim1238,Nzima,language,not endangered,Africa
20702,asan1239,Asante,dialect,Unknown,Africa
20703,akua1239,Akuapem,dialect,Unknown,Africa
20704,phut1244,Phu Thai,language,not endangered,Eurasia
20705,phua1239,Phuan,language,not endangered,Eurasia
20706,laoo1244,Lao,language,not endangered,Eurasia
20707,sako1234,Sakon Nakhon,family,Unknown,Eurasia
20708,thai1261,Thai,language,not endangered,Eurasia
20709,sout2746,Southern Thai,language,not endangered,Eurasia
20710,taid1247,Tai Dam,language,not endangered,Eurasia
20711,thai1259,Thai Song,language,threatened,Eurasia
20712,taid1249,Tai Daeng,language,shifting,Eurasia
20713,tayt1241,Tày Tac,language,not endangered,Eurasia
20714,taim1254,Tai Muong,family,Unknown,Eurasia
20715,yong1277,Yong,language,threatened,Eurasia
20716,luuu1242,Lü,language,not endangered,Eurasia
20717,taid1250,Tai Dón,language,not endangered,Eurasia
20718,tait1248,Tai Thanh,language,not endangered,Eurasia
20719,padi1241,Pa Di,language,shifting,Eurasia
20720,assa1264,Assam Tai,family,Unknown,Eurasia
20721,tail1247,Tai Long,language,nearly extinct,Eurasia
20722,unun9896,Unclassified Shan,family,Unknown,Eurasia
20723,nort2739,Northern Shan,family,Unknown,Eurasia
20724,sout2744,Southern Shan,family,Unknown,Eurasia
20725,sara1308,Saracatsan,dialect,Unknown,Eurasia
20726,mace1251,Macedonian Greek,dialect,Unknown,Eurasia
20727,thes1234,Thessalian,dialect,Unknown,Eurasia
20728,rume1240,Rumelian,dialect,Unknown,Eurasia
20729,epir1238,Epirote,dialect,Unknown,Eurasia
20730,thra1248,Thracian Greek,dialect,Unknown,Eurasia
20731,carg1238,Cargese,dialect,Unknown,Eurasia
20732,mani1305,Maniot Greek,dialect,Unknown,Eurasia
20733,cons1240,Constantinople Greek,dialect,Unknown,Eurasia
20734,cret1243,Cretan-Cycladian,dialect,Unknown,Eurasia
20735,dode1238,Dodecanese,dialect,Unknown,Eurasia
20736,ioni1242,Ionian-Peleponnesian-Attic,dialect,Unknown,Eurasia
20737,smyr1240,Smyrna Greek,dialect,Unknown,Eurasia
20738,inla1270,Inland Pontic Greek,dialect,Unknown,Eurasia
20739,musl1237,Muslim Pontic Greek,dialect,Unknown,Eurasia
20740,neap1235,Continental Southern Italian,language,threatened,Eurasia
