pk,id,name,latitude,longitude,speakers_count,father_pk,family_pk,level,child_family_count,child_language_count,child_dialect_count,macroareas,status
354,sulk1246,Sulka,-5.03471,151.891,2500.0,,,language,0,0,0,Papunesia,shifting
355,taul1250,Taulil-Butam,,,,,,family,0,2,0,Papunesia,
356,savo1255,Savosavo,-9.12853,159.814,2400.0,,,language,0,0,0,Papunesia,shifting
357,bert1248,Berta,10.6474,34.7042,370000.0,,,language,0,0,7,Africa,shifting
358,tuca1253,Tucanoan,,,,,,family,21,26,17,South America,
359,uruc1242,Uru-Chipaya,,,,,,family,0,2,0,South America,
360,sume1241,Sumerian,31.3,45.6667,,,,language,0,0,0,Eurasia,extinct
361,sout2772,Southern Daly,,,,,,family,0,2,7,Australia,
362,beto1236,Betoi-Jirara,7.223905999999999,-71.420238,,,,language,0,0,9,South America,extinct
363,nort2933,North Bougainville,,,,,,family,1,4,3,Papunesia,
364,tara1323,Tarascan,,,,,,family,0,2,0,North America,
365,ijoi1239,Ijoid,,,,,,family,6,10,29,Africa,
366,bora1262,Boran,,,,,,family,0,2,2,South America,
367,barb1265,Barbacoan,,,,,,family,3,6,0,South America,
368,shom1245,Shom Peng,7.020989999999999,93.8064,400.0,,,language,0,0,0,Eurasia,shifting
369,bayo1259,Bayono-Awbono,,,,,,family,0,2,0,Papunesia,
370,nimb1257,Nimboranic,,,,,,family,3,5,0,Papunesia,
371,timo1237,Timote-Cuica,8.848165,-70.975342,200.0,,,language,0,0,5,South America,extinct
372,nduu1242,Ndu,,,,,,family,6,13,14,Papunesia,
373,kara1289,Karankawa,28.9082,-96.4856,,,,language,0,0,0,North America,extinct
374,puin1248,Puinave,3.9297400000000002,-67.6886,3000.0,,,language,0,0,0,South America,shifting
375,arut1244,Arutani,4.0673594,-62.8676118,5.0,,,language,0,0,2,South America,nearly extinct
376,cahu1265,Cahuapanan,,,,,,family,0,2,4,South America,
377,nucl1580,Eleman,,,,,,family,2,5,4,Papunesia,
378,buna1274,Bunaban,,,,,,family,0,2,0,Australia,
379,mand1469,Mande,,,,,,family,56,75,188,Africa,
380,huar1251,Huarpean,,,,,,family,0,2,0,South America,
381,nucl1710,Nuclear-Macro-Je,,,,,,family,15,30,16,South America,
382,anga1289,Angan,,,,,,family,7,13,17,Papunesia,
383,wint1258,Wintuan,,,,,,family,0,2,6,North America,
384,hatt1246,Hattic,33.9833,40.3333,,,,language,0,0,0,Eurasia,extinct
385,abis1238,Aewa,-1.284096,-75.084405,,,,language,0,0,0,South America,extinct
386,wash1253,Washo,38.8184,-119.64,20.0,,,language,0,0,0,North America,moribund
387,sena1264,Senagi,,,,,,family,0,2,7,Papunesia,
388,east2499,East Kutubu,,,,,,family,0,2,4,Papunesia,
389,mixe1284,Mixe-Zoque,,,,,,family,9,19,15,North America,
390,timu1245,Timucua,30.3027,-82.3132,,,,language,0,0,2,North America,extinct
391,laal1242,Laal,10.0063,17.6143,750.0,,,language,0,0,2,Africa,shifting
392,saha1256,Saharan,,,,,,family,7,10,33,Africa,
393,mani1293,Maningrida,,,,,,family,2,4,3,Australia,
394,iwai1246,Iwaidjan Proper,,,,,,family,1,4,3,Australia,
395,kapo1250,Kapori,-3.52696,139.766,200.0,,,language,0,0,0,Papunesia,threatened
396,east2503,Eastern Trans-Fly,,,,,,family,0,4,28,Papunesia,
397,wiru1244,Wiru,-6.3586300000000024,144.214,15300.0,,,language,0,0,0,Papunesia,threatened
398,gule1241,Gule,11.8336,33.6929,,,,language,0,0,0,Africa,extinct
399,abkh1242,Abkhaz-Adyge,,,,,,family,2,5,12,Eurasia,
400,tung1282,Tungusic,,,,,,family,8,13,72,Eurasia,
401,pala1350,Palaihnihan,,,,,,family,0,2,0,North America,
402,peba1241,Peba-Yagua,,,,,,family,1,3,0,South America,
403,kunz1244,Kunza,-23.0,-69.0,,,,language,0,0,0,South America,extinct
404,pano1259,Pano-Tacanan,,,,,,family,21,45,22,South America,
405,uncl1493,Unclassifiable,,,,,,family,0,123,0,"Africa, Australia, Eurasia, North America, Papunesia, South America",
406,yuru1243,Yurumanguí,3.436864,-76.522636,,,,language,0,0,0,South America,extinct
407,tabo1241,Tabo,-8.093869999999999,143.305,3000.0,,,language,0,0,2,Papunesia,shifting
408,tana1288,Tanahmerah,-2.5523,133.18,500.0,,,language,0,0,0,Papunesia,shifting
409,baib1250,Baibai-Fas,,,,,,family,0,2,2,Papunesia,
410,timo1261,Timor-Alor-Pantar,,,,,,family,13,23,50,Papunesia,
411,kute1249,Kutenai,48.7892,-115.065,345.0,,,language,0,0,0,North America,moribund
412,pira1253,Pirahã,-6.7771300000000005,-61.8167,250.0,,,language,0,0,1,South America,threatened
413,tequ1244,Tequistlatecan,,,,,,family,0,3,0,North America,
414,mato1253,Mato Grosso Arára,-9.172609,-60.62886700000001,,,,language,0,0,0,South America,extinct
415,kiow1265,Kiowa-Tanoan,,,,,,family,4,8,10,North America,
416,esse1238,Esselen,36.5473,-121.867,,,,language,0,0,0,North America,extinct
417,atak1252,Atakapa,30.9121,-93.0827,,,,language,0,0,2,North America,extinct
418,kxaa1236,Kxa,,,,,,family,1,5,6,Africa,
419,nilo1247,Nilotic,,,,,,family,32,55,117,Africa,
420,demm1245,Dem,-3.72183,137.632,1000.0,,,language,0,0,0,Papunesia,shifting
421,pidg1258,Pidgin,,,,,,family,46,81,6,"Africa, Australia, Eurasia, North America, Papunesia, South America",
422,nucl1708,Nuclear Torricelli,,,,,,family,27,55,48,Papunesia,
423,mirn1241,Mirndi,,,,,,family,2,5,6,Australia,
424,cent2045,Jalaa,9.594330000000001,11.5853,,,,language,0,0,0,Africa,extinct
425,kuna1268,Kunama,14.5879,37.5292,190000.0,,,language,0,0,9,Africa,not endangered
426,kond1303,Yaben (Konda),-1.82635,132.06,500.0,1.0,1.0,language,0,0,0,Papunesia,threatened
427,yaha1248,Yahadian,-1.94317,132.096,500.0,1.0,1.0,language,0,0,0,Papunesia,threatened
428,mong1329,Mongolic,,,,3.0,3.0,family,7,15,66,Eurasia,
429,kita1247,Kitan,44.3773,115.986,,3.0,3.0,language,0,0,0,Eurasia,extinct
430,cadd1256,Caddo,33.33,-93.5,25.0,4.0,4.0,language,0,0,0,North America,nearly extinct
431,nort2950,Northern Caddoan,,,,4.0,4.0,family,2,4,4,North America,
432,yuki1243,Northern Yukian,39.8389,-123.296,,5.0,5.0,language,0,0,3,North America,extinct
433,wapp1239,Wappo,38.25,-122.5,,5.0,5.0,language,0,0,0,North America,extinct
434,midd1323,Middle Great Andamanese,,,,6.0,6.0,family,1,3,0,Eurasia,
435,sout2683,South Great Andamanese,,,,6.0,6.0,family,0,2,0,"Eurasia, Papunesia",
436,nort3276,North Andamanese-Akakede,,,,6.0,6.0,family,3,5,1,Eurasia,
437,yems1235,Yemsa,7.798210000000001,37.4412,92000.0,7.0,7.0,language,0,0,2,Africa,shifting
438,gong1256,Kefoid,,,,7.0,7.0,family,1,4,6,Africa,
439,benc1235,Bench,7.046819999999999,35.7673,356500.0,7.0,7.0,language,0,0,3,Africa,threatened
440,omet1238,Ometo,,,,7.0,7.0,family,4,13,6,Africa,
441,nucl1458,Monumbo,-4.2717,144.95,410.0,8.0,8.0,language,0,0,0,Papunesia,shifting
442,lila1246,Lilau,-4.35479,144.99,450.0,8.0,8.0,language,0,0,0,Papunesia,shifting
443,ramu1234,Ramu,,,,9.0,9.0,family,14,24,10,Papunesia,
444,lowe1423,Lower Sepik,,,,9.0,9.0,family,2,6,0,Papunesia,
445,yonc1234,Yoncalla,43.56800000000001,-123.46600000000001,,10.0,10.0,language,0,0,0,North America,extinct
446,kala1400,Central Kalapuya,44.9861,-123.925,,10.0,10.0,language,0,0,0,North America,extinct
447,tual1242,Tualatin-Yamhill,45.327,-122.955,,10.0,10.0,language,0,0,0,North America,extinct
448,tese1238,Tese,11.3885,29.5803,1400.0,11.0,11.0,language,0,0,0,Africa,shifting
449,nucl1339,Temein,11.8275,29.3898,13000.0,11.0,11.0,language,0,0,0,Africa,threatened
450,hume1245,Humene-Kwale,,,,13.0,13.0,family,0,2,4,Papunesia,
451,mula1254,Mulaha,-9.68333,147.45,,13.0,13.0,language,0,0,2,Papunesia,extinct
452,huas1241,Huastecan Mayan,,,,15.0,15.0,family,0,2,0,North America,
453,core1254,Core Mayan,,,,15.0,15.0,family,22,31,9,North America,
454,guai1250,Guaicuru del Sur,,,,16.0,16.0,family,2,4,4,South America,
455,kadi1248,Kadiwéu,-19.7222,-57.582,1600.0,16.0,16.0,language,0,0,0,South America,shifting
456,gadj1243,Gajirrabeng,-15.4786,129.156,2.0,19.0,19.0,language,0,0,0,Australia,extinct
457,kitj1240,Kitja,-17.5758,127.39200000000001,169.0,19.0,19.0,language,0,0,0,Australia,moribund
458,miri1266,Miriwung,-16.3596,128.889,156.0,19.0,19.0,language,0,0,0,Australia,nearly extinct
459,sanu1240,Sanumá,4.5,-64.5,5100.0,20.0,20.0,language,0,0,3,South America,shifting
460,uncl1519,Unclassified Yanomamic,,,,20.0,20.0,family,0,1,0,South America,
461,nina1239,Ninam-Yanomam-Yaroame,,,,20.0,20.0,family,2,4,13,South America,
462,nort2924,Northern North Halmahera,,,,22.0,22.0,family,9,14,19,Papunesia,
463,west2600,West Makian,0.45332,127.63,12000.0,22.0,22.0,language,0,0,0,Papunesia,threatened
464,east2431,Eastern Songhay,,,,23.0,23.0,family,1,5,4,Africa,
465,nort2822,Northwest Songhay,,,,23.0,23.0,family,1,5,5,Africa,
466,sout3136,Southern Uto-Aztecan,,,,24.0,24.0,family,24,53,22,North America,
467,nort2953,Northern Uto-Aztecan,,,,24.0,24.0,family,10,16,20,North America,
468,cham1315,Chamacoco,-20.5899,-58.2005,2000.0,26.0,26.0,language,0,0,2,South America,shifting
469,zamu1244,Zamuco-Ayoreo,,,,26.0,26.0,family,0,2,1,South America,
470,mang1382,Mangerr,-12.2391,132.97299999999998,,28.0,28.0,language,0,0,0,Australia,extinct
471,urni1238,Urninganggic,,,,28.0,28.0,family,0,2,0,Australia,
472,vall1252,Valley Maidu,39.8078,-121.191,,29.0,29.0,language,0,0,0,North America,extinct
473,nort2951,Northwest Maidu,39.6721,-121.368,32.0,29.0,29.0,language,0,0,0,North America,extinct
474,nort2952,Northeast Maidu,40.4102,-120.645,,29.0,29.0,language,0,0,0,North America,extinct
475,nise1244,Nisenan,38.047,-120.39299999999999,,29.0,29.0,language,0,0,0,North America,extinct
476,cher1273,Cherokee,35.4664,-83.163,1520.0,32.0,32.0,language,0,0,4,North America,threatened
477,nort2947,Northern Iroquoian,,,,32.0,32.0,family,2,10,8,North America,
478,tora1268,Tor,,,,33.0,33.0,family,2,12,2,Papunesia,
479,orya1242,Orya,-2.76483,139.89,1600.0,33.0,33.0,language,0,0,3,Papunesia,threatened
480,hurr1240,Hurrian,40.7339,43.3154,,34.0,34.0,language,0,0,0,Eurasia,extinct
481,urar1245,Urartian,35.0333,44.3833,,34.0,34.0,language,0,0,0,Eurasia,extinct
482,sout1439,South-Eastern-Tasmanian-Hinterland,-42.988576,146.885376,,35.0,35.0,language,0,0,0,Australia,extinct
483,brun1235,Bruny Island,-43.373112,147.247925,,35.0,35.0,language,0,0,0,Australia,extinct
484,abun1254,Abun Tat,,,,36.0,36.0,dialect,0,0,0,Papunesia,
485,abun1255,Abun Ji,,,,36.0,36.0,dialect,0,0,0,Papunesia,
486,abun1253,Abun Je,,,,36.0,36.0,dialect,0,0,0,Papunesia,
487,dagh1238,Daghestanian,,,,37.0,37.0,family,17,31,103,Eurasia,
488,nakh1246,Nakh,,,,37.0,37.0,family,1,3,3,Eurasia,
489,nuka1242,Nukak Makú,2.65939,-71.4629,700.0,38.0,38.0,language,0,0,0,South America,shifting
490,cacu1241,Kakua,0.8877799999999999,-69.5659,250.0,38.0,38.0,language,0,0,2,South America,shifting
491,hmon1337,Hmongic,,,,40.0,40.0,family,16,34,12,Eurasia,
492,mien1242,Mienic,,,,40.0,40.0,family,1,5,14,Eurasia,
493,jara1245,Jarawa (India),11.6089,92.65799999999999,266.0,41.0,41.0,language,0,0,0,Eurasia,threatened
494,onge1236,Önge,10.6926,92.4707,94.0,41.0,41.0,language,0,0,0,Eurasia,shifting
495,siaw1243,Siawi,-4.05312,141.42,220.0,43.0,43.0,language,0,0,0,Papunesia,moribund
496,amto1250,Amto,-4.12165,141.339,300.0,43.0,43.0,language,0,0,0,Papunesia,shifting
497,geor1252,Georgian-Zan,,,,45.0,45.0,family,2,5,22,Eurasia,
498,svan1243,Svan,42.9134,42.5915,14000.0,45.0,45.0,language,0,0,4,Eurasia,threatened
499,nucl1631,Nuclear Sentanic,,,,46.0,46.0,family,1,3,6,Papunesia,
500,demt1241,Demta,-2.38475,140.166,1300.0,46.0,46.0,language,0,0,0,Papunesia,moribund
501,more1263,Moreic-Waric,,,,48.0,48.0,family,6,8,1,South America,
502,kite1238,Kitemoka-Tapakura,,,,48.0,48.0,family,0,2,0,South America,
503,unun9892,Unclassified Chapakura,,,,48.0,48.0,family,0,2,0,South America,
504,nezp1238,Nez Perce,46.3073,-116.40799999999999,20.0,50.0,50.0,language,0,0,0,North America,nearly extinct
505,saha1240,Sahaptin,,,100.0,50.0,50.0,family,2,4,2,North America,
506,pung1239,Pungupungu,,,,51.0,51.0,dialect,0,0,0,Australia,
507,kono1241,Konomihu,41.263356,-123.310776,,53.0,53.0,language,0,0,0,North America,extinct
508,shas1239,Shasta,41.7587,-122.738,,53.0,53.0,language,0,0,0,North America,extinct
509,newr1237,New River Shasta,41.10005200000001,-123.179627,,53.0,53.0,language,0,0,0,North America,extinct
510,east2557,Eastern Otomanguean,,,,54.0,54.0,family,60,143,74,North America,
511,west2783,Western Otomanguean,,,,54.0,54.0,family,27,38,18,North America,
512,quil1240,Quileute,47.9106,-124.603,,55.0,55.0,language,0,0,2,North America,extinct
513,chim1310,Chimakum,47.91457,-123.139145,,55.0,55.0,language,0,0,0,North America,extinct
514,daat1235,Daats'iin-Southern Gumuz,,,,58.0,58.0,family,0,2,0,Africa,
515,gumu1244,Northern Gumuz,11.05,35.93,220000.0,58.0,58.0,language,0,0,19,Africa,not endangered
516,cola1238,Colán,,,,59.0,59.0,dialect,0,0,0,South America,
517,cata1293,Catacaos,,,,59.0,59.0,dialect,0,0,0,South America,
518,garz1234,Garza,,,,60.0,60.0,dialect,0,0,0,North America,
519,come1253,Comecrudo,,,,60.0,60.0,dialect,0,0,0,North America,
520,mamu1257,Mamulique,,,,60.0,60.0,dialect,0,0,0,North America,
521,lenc1242,Lenca-Honduras,13.667338,-87.49878000000002,,61.0,61.0,language,0,0,0,North America,extinct
522,lenc1243,Lenca-Salvador,13.560562,-88.114014,,61.0,61.0,language,0,0,0,North America,extinct
523,coos1249,Hanis,43.4413,-124.16,,62.0,62.0,language,0,0,0,North America,extinct
524,milu1241,Miluk,43.3215,-124.258,,62.0,62.0,language,0,0,0,North America,extinct
525,west2872,Western Nyulnyulan,,,,63.0,63.0,family,2,5,2,Australia,
526,east2381,Eastern Nyulnyulan,,,,63.0,63.0,family,3,5,5,Australia,
527,bolg1249,Bolgar,,,,65.0,65.0,family,0,2,2,Eurasia,
528,comm1245,Common Turkic,,,,65.0,65.0,family,26,42,176,Eurasia,
529,namb1300,Nambikwara Complex,,,,66.0,66.0,family,2,5,12,South America,
530,saba1268,Sabanê,-12.9857,-60.335,3.0,66.0,66.0,language,0,0,0,South America,nearly extinct
531,puri1262,Puri,-22.175627,-44.711335999999996,,67.0,67.0,language,0,0,0,South America,extinct
532,coro1249,Coroado-Puri,-20.264032999999998,-43.612003,,67.0,67.0,language,0,0,0,South America,extinct
533,katu1271,Katuic,,,,68.0,68.0,family,10,15,23,Eurasia,
534,khme1253,Khmeric,,,16000000.0,68.0,68.0,family,0,3,5,Eurasia,
535,khmu1236,Khmuic,,,,68.0,68.0,family,4,9,8,Eurasia,
536,mang1377,Mangic,,,,68.0,68.0,family,1,3,0,Eurasia,
537,pear1246,Pearic,,,,68.0,68.0,family,2,6,0,Eurasia,
538,mund1335,Mundaic,,,,68.0,68.0,family,10,22,29,Eurasia,
539,viet1250,Vietic,,,,68.0,68.0,family,5,9,23,Eurasia,
540,moni1258,Monic,,,,68.0,68.0,family,0,3,3,Eurasia,
541,bahn1264,Bahnaric,,,,68.0,68.0,family,18,35,75,Eurasia,
542,khas1273,Khasi-Palaung,,,,68.0,68.0,family,17,27,38,Eurasia,
543,nico1262,Nicobaric,,,,68.0,68.0,family,3,5,11,Eurasia,
544,asli1243,Aslian,,,,68.0,68.0,family,12,19,49,"Eurasia, Papunesia",
545,nort3146,North-Central Atlantic,,,,69.0,69.0,family,33,51,105,Africa,
546,mela1257,Mel,,,,69.0,69.0,family,5,10,28,Africa,
547,limb1267,Limba,,,446000.0,69.0,69.0,family,0,2,4,Africa,
548,volt1241,Volta-Congo,,,,69.0,69.0,family,838,1371,2329,"Africa, North America",
549,mans1259,Mansoanka,12.8218,-15.9202,17600.0,69.0,69.0,language,0,0,0,Africa,threatened
550,gola1255,Gola,7.06193,-10.8138,110000.0,69.0,69.0,language,0,0,9,Africa,not endangered
551,murk1238,Murkim,-4.0754800000000015,140.91299999999995,290.0,70.0,70.0,language,0,0,0,Papunesia,not endangered
552,kemb1250,Kembra,-3.89065,140.434,20.0,70.0,70.0,language,0,0,0,Papunesia,moribund
553,lepk1238,Lepki,-4.1059,140.464,530.0,70.0,70.0,language,0,0,0,Papunesia,shifting
554,duri1243,Duriankere,-1.3894600000000001,130.925,,71.0,71.0,language,0,0,0,Papunesia,moribund
555,suab1238,Suabo,-2.07971,132.157,800.0,71.0,71.0,language,0,0,0,Papunesia,nearly extinct
556,ajiw1238,Ajiw,,,,72.0,72.0,dialect,0,0,0,Papunesia,
557,siri1272,Sirir,,,,72.0,72.0,dialect,0,0,0,Papunesia,
558,aleu1261,Aleutic,,,,73.0,73.0,family,0,2,2,"Eurasia, North America",
559,eski1265,Eskimo,,,,73.0,73.0,family,4,11,27,"Eurasia, North America",
560,obis1242,Obispeño,35.2873,-120.669,,74.0,74.0,language,0,0,0,North America,extinct
561,sout3132,Southern Chumashan,,,,74.0,74.0,family,1,5,0,North America,
562,boro1285,Bororo-Otuke,,,,75.0,75.0,family,0,2,0,South America,
563,umot1240,Umotína,-15.5929,-57.4192,,75.0,75.0,language,0,0,0,South America,extinct
564,hata1243,Hatam,-1.13531,134.037,16000.0,76.0,76.0,language,0,0,5,Papunesia,threatened
565,mans1260,Mansim,-0.915054,134.011116,,76.0,76.0,language,0,0,0,Papunesia,moribund
566,nucl1593,Kwomtari,-3.5071800000000004,141.488,600.0,77.0,77.0,language,0,0,2,Papunesia,shifting
567,naii1241,Nai,-3.73034,141.273,750.0,77.0,77.0,language,0,0,0,Papunesia,shifting
568,huaa1247,Hua,,,,79.0,79.0,family,1,3,4,Africa,
569,kwii1241,!Ui,,,,79.0,79.0,family,1,5,17,Africa,
570,iqui1244,Iquito-Arabela,,,,84.0,84.0,family,2,4,1,South America,
571,zapa1252,Zaparo-Abishira,,,,84.0,84.0,family,0,2,0,South America,
572,dime1235,Dime,6.20951,36.3329,570.0,85.0,85.0,language,0,0,0,Africa,shifting
573,ahkk1235,AHK,,,,85.0,85.0,family,2,4,0,Africa,
574,dadi1250,Dadibi,-6.65765,144.511,10000.0,87.0,87.0,language,0,0,1,Papunesia,not endangered
575,folo1238,Folopa,-6.8632100000000005,144.458,3000.0,87.0,87.0,language,0,0,13,Papunesia,not endangered
576,toll1241,Tol,14.6686,-87.0372,500.0,88.0,88.0,language,0,0,0,North America,shifting
577,west2777,Western Jicaque,15.427,-88.04,,88.0,88.0,language,0,0,0,North America,extinct
578,east2530,Eastern Pauwasi,,,,90.0,90.0,family,0,3,3,Papunesia,
579,west2611,Western Pauwasi,,,,90.0,90.0,family,0,2,0,Papunesia,
580,bosa1246,Bosavi Watershed,,,,91.0,91.0,family,1,5,4,Papunesia,
581,etor1234,Etoro-Bedamini,,,,91.0,91.0,family,0,2,4,Papunesia,
582,sakh1245,Sakhalin Ainu,48.141866,142.329834,,95.0,95.0,language,0,0,0,Eurasia,extinct
583,hokk1250,Hokkaido-Kuril Ainu,,,,95.0,95.0,family,0,2,2,Eurasia,
584,kata1270,Katawixi,-7.25015,-64.8319,10.0,96.0,96.0,language,0,0,0,South America,extinct
585,kana1291,Katukína-Kanamarí,-6.45399,-68.7678,1300.0,96.0,96.0,language,0,0,3,South America,shifting
586,core1252,Core Chibchan,,,,97.0,97.0,family,17,26,13,"North America, South America",
587,pech1241,Pech,15.8033,-85.55799999999998,990.0,97.0,97.0,language,0,0,0,North America,shifting
588,insu1253,Insular Chonan,,,,98.0,98.0,family,0,2,0,South America,
589,cont1245,Continental Chonan,,,,98.0,98.0,family,0,2,0,South America,
590,keig1242,Keiga,11.2064,29.3889,6100.0,99.0,99.0,language,0,0,2,Africa,shifting
591,cent2229,Central-Western Kadugli-Krongo,,,,99.0,99.0,family,2,5,17,Africa,
592,pele1246,Pele (New Britain),,,,101.0,101.0,dialect,0,0,0,Papunesia,
593,ataa1241,Ata (New Britain),,,,101.0,101.0,dialect,0,0,0,Papunesia,
594,mara1396,Mararit,14.087,21.6408,42000.0,102.0,102.0,language,0,0,2,Africa,not endangered
595,tama1330,Tama-Sungor-Miisiirii,,,,102.0,102.0,family,1,3,10,Africa,
596,tapa1262,Taparita,7.65,-67.6,,103.0,103.0,language,0,0,0,South America,extinct
597,otom1301,Otomaco,7.6197859,-66.4990389,,103.0,103.0,language,0,0,0,South America,extinct
598,woun1238,Woun Meu,8.5,-78.0,10800.0,106.0,106.0,language,0,0,0,South America,shifting
599,unun9901,Unclassified Chocoan,,,,106.0,106.0,family,0,2,0,South America,
600,embe1258,Embera,,,,106.0,106.0,family,4,6,1,South America,
601,leva1238,Levai,,,,107.0,107.0,dialect,0,0,0,Eurasia,
602,nucl1287,Ĝusso,,,,107.0,107.0,dialect,0,0,0,Eurasia,
603,hush1234,Hushüñ,,,,107.0,107.0,dialect,0,0,0,Eurasia,
604,owin1240,Owiniga,-4.47476,141.697,330.0,109.0,109.0,language,0,0,0,Papunesia,shifting
605,nucl1244,Western Left May,,,,109.0,109.0,family,1,5,3,Papunesia,
606,iran1264,Irántxe,,,,111.0,111.0,dialect,0,0,0,South America,
607,munk1243,Münkü,,,,111.0,111.0,dialect,0,0,0,South America,
608,nucl1641,Nuclear West Bomberai,,,,112.0,112.0,family,0,2,0,Papunesia,
609,kara1499,Kalamang,-3.4703699999999995,132.678,100.0,112.0,112.0,language,0,0,0,Papunesia,shifting
610,kamt1241,Kam-Tai,,,,115.0,115.0,family,40,77,73,Eurasia,
611,kada1291,Kadaic,,,,115.0,115.0,family,11,15,11,Eurasia,
612,hlai1238,Hlaic,,,,115.0,115.0,family,1,3,4,Eurasia,
613,sanf1267,San Francisco-Santa María Huave,,,,116.0,116.0,family,0,2,0,North America,
614,sand1283,San Dionisio-San Mateo Huave,,,,116.0,116.0,family,0,2,0,North America,
615,akak1254,Aka-Kelo-Molo,,,,117.0,117.0,family,0,3,2,Africa,
616,gaam1241,Gaam,11.4674,33.9797,67000.0,117.0,117.0,language,0,0,6,Africa,not endangered
617,nort2746,Northern Yeniseian,,,,118.0,118.0,family,0,2,3,Eurasia,
618,sout2751,Southern Yeniseian,,,,118.0,118.0,family,1,3,0,Eurasia,
619,atoh1238,Atohwaim,-6.27123,138.666,1000.0,119.0,119.0,language,0,0,0,Papunesia,threatened
620,kayg1237,Kaygir-Tamagario,,,,119.0,119.0,family,0,2,0,Papunesia,
621,port1278,Port Sorell,-41.188369,146.559906,,120.0,120.0,language,0,0,0,Australia,extinct
622,west2205,Western Coastal Tasmanian,-41.885921,145.204468,,120.0,120.0,language,0,0,0,Australia,extinct
623,yahi1243,Yahi,,,,121.0,121.0,dialect,0,0,0,North America,
624,sout2980,Southern Yana,,,,121.0,121.0,dialect,0,0,0,North America,
625,nort2963,Northern Yana,,,,121.0,121.0,dialect,0,0,0,North America,
626,cent2137,Central Yana,,,,121.0,121.0,dialect,0,0,0,North America,
627,aura1242,Aurama,,,,126.0,126.0,dialect,0,0,0,Papunesia,
628,haur1243,Hauruha,,,,126.0,126.0,dialect,0,0,0,Papunesia,
629,wabo1241,Waboda,-8.41651,143.501,2800.0,128.0,128.0,language,0,0,0,Papunesia,not endangered
