pk,id,name,latitude,longitude,speakers_count,father_pk,family_pk,level,child_family_count,child_language_count,child_dialect_count,macroareas,status
1,kond1302,Konda-Yahadian,,,,,,family,0,2,0,Papunesia,
2,cani1243,Canichana,-14.3058,-64.944455,,,,language,0,0,0,South America,extinct
3,mong1349,Mongolic-Khitan,,,,,,family,8,16,66,Eurasia,
4,cadd1255,Caddoan,,,,,,family,3,5,4,North America,
5,yuki1242,Yuki-Wappo,,,,,,family,0,2,3,North America,
6,grea1241,Great Andamanese,,,,,,family,7,10,1,"Eurasia, Papunesia",
7,gong1255,Ta-Ne-Omotic,,,,,,family,7,19,17,Africa,
8,monu1249,Bogia,,,,,,family,0,2,0,Papunesia,
9,lowe1437,Lower Sepik-Ramu,,,,,,family,18,30,10,Papunesia,
10,kala1402,Kalapuyan,,,,,,family,0,3,0,North America,
11,teme1251,Temeinic,,,,,,family,0,2,0,Africa,
12,morb1239,Mor (Bomberai Peninsula),-2.85747,132.845,70.0,,,language,0,0,0,Papunesia,moribund
13,kwal1257,Kwalean,,,,,,family,1,3,6,Papunesia,
14,rama1271,Ramanos,-14.301948199999998,-67.3590894,,,,language,0,0,0,South America,extinct
15,maya1287,Mayan,,,,,,family,24,33,9,North America,
16,guai1249,Guaicuruan,,,,,,family,3,5,4,South America,
17,kimk1238,Kimki,-4.2742,140.884,500.0,,,language,0,0,0,Papunesia,shifting
18,odia1239,Odiai,-3.8227599999999997,141.336,240.0,,,language,0,0,0,Papunesia,shifting
19,jarr1235,Jarrakan,,,,,,family,0,3,0,Australia,
20,yano1268,Yanomamic,,,,,,family,4,6,16,South America,
21,yale1246,Yale,-3.7976199999999998,141.566,600.0,,,language,0,0,0,Papunesia,shifting
22,nort2923,North Halmahera,,,,,,family,10,15,19,Papunesia,
23,song1307,Songhay,,,,,,family,4,10,9,Africa,
24,utoa1244,Uto-Aztecan,,,,,,family,36,69,42,North America,
25,moro1289,Marori,-8.5692,140.688,50.0,,,language,0,0,0,Papunesia,shifting
26,zamu1243,Zamucoan,,,,,,family,1,3,3,South America,
27,kehu1238,Kehu,-3.19328,136.14,200.0,,,language,0,0,0,Papunesia,moribund
28,giim1238,Giimbiyu,,,,,,family,1,3,0,Australia,
29,maid1262,Maiduan,,,,,,family,0,4,0,North America,
30,bang1363,Bangime,14.8116,-3.77092,3500.0,,,language,0,0,0,Africa,shifting
31,mola1238,Molale,44.556000000000004,-122.85700000000001,,,,language,0,0,0,North America,extinct
32,iroq1247,Iroquoian,,,,,,family,3,11,12,North America,
33,toro1256,Tor-Orya,,,,,,family,3,13,5,Papunesia,
34,hurr1239,Hurro-Urartian,,,,,,family,0,2,0,Eurasia,
35,sout1293,South-Eastern Tasmanian,,,,,,family,0,2,0,Australia,
36,abun1252,Abun,-0.5707300000000001,132.416,3000.0,,,language,0,0,3,Papunesia,shifting
37,nakh1245,Nakh-Daghestanian,,,,,,family,20,34,106,Eurasia,
38,kaku1242,Kakua-Nukak,,,700.0,,,family,0,2,2,South America,
39,tiwi1244,Tiwi,-11.6308,130.94899999999998,2040.0,,,language,0,0,0,Australia,shifting
40,hmon1336,Hmong-Mien,,,,,,family,19,39,26,Eurasia,
41,jara1244,Jarawa-Onge,,,,,,family,0,2,0,Eurasia,
42,tonk1249,Tonkawa,30.25,-96.75,,,,language,0,0,0,North America,extinct
43,amto1249,Amto-Musan,,,,,,family,0,2,0,Papunesia,
44,waor1240,Waorani,-1.1231200000000001,-76.683,2000.0,,,language,0,0,0,South America,shifting
45,kart1248,Kartvelian,,,,,,family,3,6,26,Eurasia,
46,sent1261,Sentanic,,,,,,family,2,4,6,Papunesia,
47,wage1238,Wageman,-13.8627,131.893,11.0,,,language,0,0,0,Australia,moribund
48,chap1271,Chapacuran,,,,,,family,9,12,1,South America,
49,iber1250,Iberian,40.624,0.21240100000000006,,,,language,0,0,0,Eurasia,extinct
50,saha1239,Sahaptian,,,,,,family,3,5,2,North America,
51,wadj1254,Wadjiginy,-12.8596,130.737,5.0,,,language,0,0,1,Australia,moribund
52,muni1258,Muniche,-5.7441796,-76.426712,,,,language,0,0,0,South America,extinct
53,shas1238,Shastan,,,,,,family,0,3,0,North America,
54,otom1299,Otomanguean,,,,,,family,89,181,92,North America,
55,chim1311,Chimakuan,47.632,-123.079,,,,family,0,2,2,North America,
56,kena1236,Kenaboi,3.154162,102.01595999999999,,,,language,0,0,0,Eurasia,extinct
57,chim1301,Chimariko,41.0,-123.0,,,,language,0,0,0,North America,extinct
58,gumu1250,Gumuz,,,,,,family,1,3,19,Africa,
59,tall1235,Tallán,-5.330824,-80.651093,,,,language,0,0,2,South America,extinct
60,come1251,Comecrudan,26.1333,-98.4667,,,,language,0,0,3,North America,extinct
61,lenc1239,Lencan,,,,,,family,0,2,0,North America,
62,coos1248,Coosan,,,,,,family,0,2,0,North America,
63,nyul1248,Nyulnyulan,,,,,,family,7,10,7,Australia,
64,yetf1238,Yetfa,-4.05884,140.653,1000.0,,,language,0,0,0,Papunesia,shifting
65,turk1311,Turkic,,,,,,family,28,44,178,Eurasia,
66,namb1299,Nambiquaran,,,,,,family,3,6,12,South America,
67,puri1261,Puri-Coroado,,,,,,family,0,2,0,South America,
68,aust1305,Austroasiatic,,,,,,family,94,156,264,"Eurasia, Papunesia",
69,atla1278,Atlantic-Congo,,,,,,family,880,1436,2475,"Africa, North America",
70,lepk1239,Lepki-Murkim-Kembra,,,,,,family,0,3,0,Papunesia,
71,inan1242,Inanwatan,,,,,,family,0,2,0,Papunesia,
72,mpur1239,Mpur,-0.7489,133.166,5000.0,,,language,0,0,2,Papunesia,shifting
73,eski1264,Eskimo-Aleut,,,,,,family,6,13,29,"Eurasia, North America",
74,chum1262,Chumashan,,,,,,family,2,6,0,North America,
75,boro1281,Bororoan,,,,,,family,1,3,0,South America,
76,hata1242,Hatam-Mansim,,,,,,family,0,2,5,Papunesia,
77,kwom1263,Kwomtari-Nai,,,,,,family,0,2,2,Papunesia,
78,beot1247,Beothuk,48.0,-57.0,,,,language,0,0,0,North America,extinct
79,tuuu1241,Tuu,,,,,,family,4,8,21,Africa,
80,iton1250,Itonama,-12.804310000000001,-64.35748000000001,5.0,,,language,0,0,0,South America,nearly extinct
81,pyuu1245,Pyu,-4.45003,141.018,100.0,,,language,0,0,0,Papunesia,shifting
82,pume1238,Pumé,7.10677,-67.5996,7900.0,,,language,0,0,0,South America,shifting
83,puel1244,Puelche,-42.223,-68.666,,,,language,0,0,0,South America,extinct
84,zapa1251,Zaparoan,,,,,,family,4,6,1,South America,
85,sout2845,South Omotic,,,,,,family,3,5,0,Africa,
86,mink1237,Minkin,-17.736653,139.541931,,,,language,0,0,0,Australia,extinct
87,tebe1251,Teberan,,,,,,family,0,2,14,Papunesia,
88,jica1245,Jicaquean,,,,,,family,0,2,0,North America,
89,seri1257,Seri,28.9877,-112.384,720.0,,,language,0,0,0,North America,shifting
90,pauw1244,Pauwasi,,,,,,family,2,5,3,Papunesia,
91,bosa1245,Bosavi,,,,,,family,3,7,8,Papunesia,
92,sand1273,Sandawe,-5.26918,35.4808,60000.0,,,language,0,0,0,Africa,threatened
93,tuxa1239,Tuxá,-8.953642,-38.2742287,,,,language,0,0,0,South America,extinct
94,moch1259,Mochica,-8.01667,-79.0,,,,language,0,0,0,South America,extinct
95,ainu1252,Ainu,,,,,,family,1,3,2,Eurasia,
96,katu1274,Katukinan,,,,,,family,0,2,3,South America,
97,chib1249,Chibchan,,,,,,family,18,27,13,"North America, South America",
98,chon1288,Chonan,,,,,,family,2,4,0,South America,
99,kadu1256,Kadugli-Krongo,,,,,,family,3,6,19,Africa,
100,gaga1251,Gaagudju,-12.5176,132.643,,,,language,0,0,0,Australia,extinct
101,pele1245,Pele-Ata,-5.58045,151.05,2000.0,,,language,0,0,2,Papunesia,shifting
102,tama1329,Tamaic,,,,,,family,2,4,12,Africa,
103,otom1276,Otomaco-Taparita,7.8699119999999985,-70.997315,,,,family,0,2,0,South America,extinct
104,urar1246,Urarina,-4.44006,-75.4211,3000.0,,,language,0,0,0,South America,shifting
105,take1257,Takelma,42.423,-123.45200000000001,,,,language,0,0,0,North America,extinct
106,choc1280,Chocoan,,,,,,family,6,9,1,South America,
107,hrus1242,Hruso,27.27,92.63,3000.0,,,language,0,0,3,Eurasia,shifting
108,etru1241,Etruscan,41.9,12.4833,,,,language,0,0,0,Eurasia,extinct
109,left1242,Left May,,,,,,family,2,6,3,Papunesia,
110,niha1238,Nihali,21.1886,76.3318,2500.0,,,language,0,0,0,Eurasia,shifting
111,iran1263,Irántxe-Münkü,-12.7178,-57.9806,8.0,,,language,0,0,2,South America,moribund
112,west2604,West Bomberai,,,,,,family,1,3,0,Papunesia,
113,umbu1235,Umbugarla,-12.9325,131.825,,,,language,0,0,0,Australia,extinct
114,boga1247,Bogaya,-5.5448699999999995,142.255,300.0,,,language,0,0,0,Papunesia,shifting
115,taik1256,Tai-Kadai,,,,,,family,55,95,88,Eurasia,
116,huav1256,Huavean,,,20000.0,,,family,2,4,0,North America,
117,east2386,Eastern Jebel,,,,,,family,1,4,8,Africa,
118,yeni1252,Yeniseian,,,,,,family,3,5,3,Eurasia,
119,kaya1327,Kayagaric,,,,,,family,1,3,0,Papunesia,
120,west1503,Western Tasmanian,,,,,,family,0,2,0,Australia,
121,yana1271,Yana,39.2769,-121.60799999999999,,,,language,0,0,4,North America,extinct
122,usku1243,Usku,-3.6385300000000003,140.502,20.0,,,language,0,0,0,Papunesia,shifting
123,karo1304,Karok,41.8228,-123.315,12.0,,,language,0,0,0,North America,nearly extinct
124,kano1245,Kanoê,-12.1789,-64.5812,5.0,,,language,0,0,0,South America,nearly extinct
125,taru1236,Taruma,-0.9096299999999999,-59.904786,,,,language,0,0,0,South America,nearly extinct
126,pawa1255,Pawaia,-6.880210000000001,145.08100000000005,4000.0,,,language,0,0,2,Papunesia,shifting
127,movi1243,Movima,-13.8115,-65.6348,1400.0,,,language,0,0,0,South America,shifting
128,kiwa1251,Kiwaian,,,,,,family,1,6,16,Papunesia,
129,kaur1274,Kaure-Kosare,,,,,,family,0,2,0,Papunesia,
130,unat1236,Unattested,,,,,,family,19,67,2,"Africa, Australia, Eurasia, North America, Papunesia, South America",
131,kres1240,Kresh-Aja,,,,,,family,1,3,7,Africa,
132,paho1240,Pahoturi,,,,,,family,0,2,5,Papunesia,
133,omur1241,Omurano,-4.816667,-75.4,,,,language,0,0,0,South America,extinct
134,bira1253,Ongota,5.29807,37.025,12.0,,,language,0,0,0,Africa,nearly extinct
135,kwaz1243,Kwaza,-11.6667,-61.1833,54.0,,,language,0,0,0,South America,moribund
136,kuja1239,Kujarge,11.7473,22.1956,1000.0,,,language,0,0,0,Africa,shifting
137,chuk1271,Chukotko-Kamchatkan,,,,,,family,3,7,24,Eurasia,
138,katl1246,Katla-Tima,,,,,,family,1,3,6,Africa,
139,yera1243,Yerakai,-4.28828,142.947,380.0,,,language,0,0,0,Papunesia,shifting
140,molo1262,Molof,-3.41946,140.55700000000002,230.0,,,language,0,0,0,Papunesia,shifting
141,yoku1255,Yokutsan,,,20.0,,,family,2,4,10,North America,
142,maoo1243,Blue Nile Mao,,,,,,family,2,4,2,Africa,
143,nara1262,Nara,15.3251,37.499,81000.0,,,language,0,0,6,Africa,not endangered
144,kere1287,Keresan,,,13190.0,,,family,0,2,6,North America,
145,coch1271,Cochimi-Yuman,,,,,,family,6,11,3,North America,
146,nucl1709,Nuclear Trans New Guinea,,,,,,family,176,316,308,Papunesia,
147,yama1264,Yámana,-55.2748,-68.2648,1.0,,,language,0,0,8,South America,nearly extinct
148,arti1236,Artificial Language,,,,,,family,2,29,0,"Africa, Eurasia, North America, Papunesia",
149,geel1240,Geelvink Bay,,,,,,family,3,10,5,Papunesia,
150,pank1250,Pankararú,-8.999989999999997,-37.0167,,,,language,0,0,0,South America,extinct
151,sign1238,Sign Language,,,,,,family,45,196,39,"Africa, Australia, Eurasia, North America, Papunesia, South America",
152,yawa1259,Yawa-Saweru,,,,,,family,0,2,5,Papunesia,
153,cayu1241,Cayuse,46.1136,-117.94,,,,language,0,0,0,North America,extinct
154,yura1255,Yuracaré,-16.7479,-65.1224,2700.0,,,language,0,0,2,South America,shifting
155,lafo1243,Lafofa,10.3357,30.7331,5100.0,,,language,0,0,3,Africa,shifting
156,nivk1234,Nivkh,,,,,,family,0,2,4,Eurasia,
157,nada1235,Naduhup,,,,,,family,2,4,6,South America,
158,burm1264,Burmeso,-2.47582,138.203,250.0,,,language,0,0,0,Papunesia,shifting
159,tang1340,Tangkic,,,,,,family,2,4,2,Australia,
160,natc1249,Natchez,31.75,-91.33,,,,language,0,0,0,North America,extinct
161,kera1258,Keram,,,,,,family,3,5,7,Papunesia,
162,atac1235,Atacame,0.834931,-79.778137,,,,language,0,0,0,South America,extinct
163,jira1235,Jirajaran,10.57,-69.7,,,,language,0,0,3,South America,extinct
164,kore1284,Koreanic,,,,,,family,0,2,13,Eurasia,
165,hadz1240,Hadza,-3.83115,35.0458,1000.0,,,language,0,0,0,Africa,shifting
166,suar1238,Asabano,-4.95072,141.97799999999995,140.0,,,language,0,0,0,Papunesia,shifting
167,lavu1241,Lavukaleve,-9.05569,159.119,1800.0,,,language,0,0,0,Papunesia,shifting
168,alse1251,Alsea-Yaquina,44.408,-123.94,,,,language,0,0,2,North America,extinct
169,surm1244,Surmic,,,,,,family,8,11,15,Africa,
170,bain1263,Baining,,,,,,family,1,6,0,Papunesia,
171,chit1248,Chitimacha,30.3386,-90.9123,,,,language,0,0,0,North America,extinct
172,gunw1250,Gunwinyguan,,,,,,family,9,12,8,Australia,
173,puqu1242,Puquina,-15.8992,-69.9611,,,,language,0,0,0,South America,extinct
174,else1239,Elseng,-3.00176,140.418,300.0,,,language,0,0,0,Papunesia,shifting
175,daga1274,Dagan,,,,,,family,0,9,7,Papunesia,
176,ando1256,Andoque,-0.53751,-72.0869,370.0,,,language,0,0,2,South America,shifting
177,suki1244,Suki-Gogodala,,,,,,family,2,4,0,Papunesia,
178,siou1252,Siouan,,,,,,family,11,18,12,North America,
179,lule1238,Lule,-25.22183900000001,-61.887818,,,,language,0,0,0,South America,extinct
180,chiq1253,Chiquitano,,,,,,family,0,2,5,South America,
181,indo1319,Indo-European,,,,,,family,324,588,2010,"Africa, Australia, Eurasia, North America, Papunesia, South America",
182,dogo1299,Dogon,,,,,,family,8,20,18,Africa,
183,leco1242,Leco,-15.0092,-67.8818,20.0,,,language,0,0,0,South America,extinct
184,kuot1243,Kuot,-3.0695200000000002,151.537,1500.0,,,language,0,0,0,Papunesia,shifting
185,worr1236,Worrorran,,,,,,family,3,10,11,Australia,
186,doso1238,Doso-Turumsa,,,,,,family,0,2,0,Papunesia,
187,koia1260,Koiarian,,,,,,family,5,8,24,Papunesia,
188,afro1255,Afro-Asiatic,,,,,,family,223,375,791,"Africa, Eurasia",
189,mair1253,Mairasic,,,,,,family,0,3,1,Papunesia,
190,west1493,West Bird's Head,,,,,,family,2,5,9,Papunesia,
191,maba1274,Maban,,,,,,family,5,10,25,Africa,
192,cams1241,Camsá,1.14537,-76.8931,4000.0,,,language,0,0,0,South America,shifting
193,mawe1251,Mawes,-2.36944,139.752,850.0,,,language,0,0,0,Papunesia,shifting
194,huit1251,Huitotoan,,,,,,family,4,7,3,South America,
195,elam1244,Elamite,31.1833,48.2333,,,,language,0,0,0,Eurasia,extinct
196,bord1247,Border,,,,,,family,6,15,6,Papunesia,
197,coah1252,Coahuilteco,28.2589,-97.89,,,,language,0,0,0,North America,extinct
198,skoo1245,Sko,,,,,,family,5,10,8,Papunesia,
199,ticu1244,Ticuna-Yuri,,,,,,family,0,2,0,South America,
200,manu1261,Manubaran,,,,,,family,0,2,10,Papunesia,
201,guac1239,Guachi,-19.5572257,-57.5663223,,,,language,0,0,0,South America,extinct
202,kwer1242,Greater Kwerba,,,,,,family,3,8,5,Papunesia,
203,mass1263,Massep,-1.74679,138.29399999999998,25.0,,,language,0,0,0,Papunesia,moribund
204,mero1237,Meroitic,16.9333,33.7333,,,,language,0,0,0,Africa,extinct
205,koma1264,Koman,,,,,,family,3,5,14,Africa,
206,cuit1236,Cuitlatec,18.1,-100.5,,,,language,0,0,0,North America,extinct
207,aust1307,Austronesian,,,,,,family,738,1276,1887,"Africa, Eurasia, Papunesia, South America",
208,chin1490,Chinookan,,,,,,family,1,4,4,North America,
209,kung1259,Kungarakany,-12.7,130.881,,,,language,0,0,0,Australia,extinct
210,bilu1245,Bilua,-7.9238800000000005,156.66299999999995,8700.0,,,language,0,0,0,Papunesia,shifting
211,cent2225,Central Sudanic,,,,,,family,37,64,161,Africa,
212,leng1261,Lengua-Mascoy,,,,,,family,2,6,2,South America,
213,abin1243,Abinomn,-2.9228099999999997,138.891,300.0,,,language,0,0,0,Papunesia,shifting
214,mang1423,Mangarrayi-Maran,,,,,,family,1,4,0,Australia,
215,kara1497,Karami,-7.13333,143.11700000000005,,,,language,0,0,0,Papunesia,extinct
216,yuat1252,Yuat,,,,,,family,2,5,0,Papunesia,
217,nubi1251,Nubian,,,,,,family,7,13,15,Africa,
218,xinc1237,Xincan,,,,,,family,2,5,0,North America,
219,anim1240,Anim,,,,,,family,9,17,18,Papunesia,
220,siam1242,Siamou,10.998,-4.92143,40000.0,,,language,0,0,1,Africa,not endangered
221,tsim1258,Tsimshian,,,,,,family,1,3,4,North America,
222,piaw1238,Piawi,,,,,,family,0,2,5,Papunesia,
223,paez1247,Páez,2.61516,-76.31254,60000.0,,,language,0,0,2,South America,threatened
224,mata1275,Matanawí,-4.8509511,-58.98861700000001,,,,language,0,0,0,South America,extinct
225,kawe1237,Kawesqar,,,,,,family,1,3,1,South America,
226,fasu1242,Fasu,-6.626869999999999,143.284,1200.0,,,language,0,0,3,Papunesia,shifting
227,nort1442,North-Eastern Tasmanian,,,,,,family,0,2,0,Australia,
228,goil1242,Goilalan,,,,,,family,1,6,13,Papunesia,
229,araw1282,Arawan,,,,,,family,2,6,12,South America,
230,cofa1242,Cofán,0.276675,-77.0643,2400.0,,,language,0,0,2,South America,shifting
231,guah1252,Guahiboan,,,,,,family,2,5,12,South America,
232,east2374,Eastern Daly,,,,,,family,0,2,0,Australia,
233,dizo1235,Dizoid,,,,,,family,0,3,2,Africa,
234,marr1257,Marrku-Wurrugu,,,,,,family,0,2,0,Australia,
235,sali1253,Salinan,37.6646,-121.71799999999999,,,,language,0,0,0,North America,extinct
236,cayu1262,Cayubaba,-13.2482,-65.4822,4.0,,,language,0,0,0,South America,extinct
237,east2433,East Strickland,,,,,,family,1,6,3,Papunesia,
238,nyim1244,Nyimang,,,,,,family,0,2,0,Africa,
239,zuni1245,Zuni,35.0056,-108.78200000000001,9620.0,,,language,0,0,0,North America,shifting
240,ayma1253,Aymaran,,,,,,family,2,4,0,South America,
241,kusu1250,Kusunda,28.33,82.6,87.0,,,language,0,0,0,Eurasia,nearly extinct
242,nort1547,Northern Daly,,,,,,family,0,2,0,Australia,
243,otii1244,Oti,-24.315323100000004,-50.5580261,,,,language,0,0,0,South America,extinct
244,daju1249,Dajuic,,,,,,family,3,7,10,Africa,
245,klam1254,Klamath-Modoc,42.5861,-121.704,,,,language,0,0,0,North America,extinct
246,mure1235,Mure,-13.636709,-62.2020909,,,,language,0,0,0,South America,extinct
247,taus1253,Taushiro,-3.22497,-75.5603,1.0,,,language,0,0,0,South America,nearly extinct
248,oyst1235,Oyster Bay-Big River-Little Swanport,-42.307378,147.50061000000005,,,,language,0,0,0,Australia,extinct
249,misu1242,Misumalpan,,,,,,family,3,5,9,North America,
250,dibi1240,Dibiyaso,-7.82096,142.779,2000.0,,,language,0,0,0,Papunesia,shifting
251,adai1235,Adai,31.6314,-92.0059,,,,language,0,0,0,North America,extinct
252,east1459,East Bird's Head,,,,,,family,1,3,0,Papunesia,
253,momb1255,Mombum-Koneraw,,,,,,family,0,2,0,Papunesia,
254,dama1272,Damal,-4.17345,137.496,14000.0,,,language,0,0,4,Papunesia,shifting
255,pomo1273,Pomoan,,,,,,family,4,7,5,North America,
256,tura1263,Turama-Kikori,,,,,,family,1,4,5,Papunesia,
257,atha1245,Athabaskan-Eyak-Tlingit,,,,,,family,27,46,64,North America,
258,miwo1274,Miwok-Costanoan,,,,,,family,6,11,13,North America,
259,anem1249,Anem,-5.54836,148.993,800.0,,,language,0,0,2,Papunesia,shifting
260,arau1255,Araucanian,,,,,,family,0,2,4,South America,
261,yuch1247,Yuchi,35.75,-86.75,4.0,,,language,0,0,0,North America,nearly extinct
262,guam1236,Guamo,8.2351027,-67.4018753,,,,language,0,0,2,South America,extinct
263,duna1248,Duna,-5.41439,142.475,25000.0,,,language,0,0,0,Papunesia,not endangered
264,rash1249,Rashad,,,,,,family,0,2,6,Africa,
265,sech1236,Sechuran,-5.568969,-80.82824699999998,,,,language,0,0,2,South America,extinct
266,chon1248,Chono,-44.298691999999996,-73.879395,,,,language,0,0,0,South America,extinct
267,xuku1239,Xukurú,-8.6606156,-37.0869089,,,,language,0,0,2,South America,extinct
268,yele1255,Yele,-11.3796,154.127,3750.0,,,language,0,0,6,Papunesia,shifting
269,pama1250,Pama-Nyungan,,,,,,family,150,248,210,Australia,
270,fura1235,Furan,,,,,,family,0,2,0,Africa,
271,spee1234,Speech Register,,,,,,family,5,10,0,"Africa, Eurasia, Papunesia",
272,toto1251,Totonacan,,,,,,family,6,12,2,North America,
273,guri1248,Guriaso,-3.5718,141.597,160.0,,,language,0,0,0,Papunesia,shifting
274,haid1248,Haida,,,465.0,,,family,0,2,0,North America,
275,yang1287,Yangmanic,,,,,,family,0,3,0,Australia,
276,paya1236,Payagua,-20.212232999999998,-58.158621999999994,,,,language,0,0,0,South America,extinct
277,bula1259,Bulaka River,,,,,,family,0,2,0,Papunesia,
278,cull1235,Culli,-7.878617999999999,-78.116456,,,,language,0,0,0,South America,extinct
279,taia1239,Taiap,-4.05047,144.506,50.0,,,language,0,0,0,Papunesia,moribund
280,araf1243,Arafundi,,,,,,family,1,4,10,Papunesia,
281,naml1239,Namla-Tofanma,,,,,,family,0,2,0,Papunesia,
282,quec1387,Quechuan,,,,,,family,23,44,67,South America,
283,kuli1252,Kuliak,,,,,,family,1,3,0,Africa,
284,lara1258,Laragia,-12.4111,130.922,14.0,,,language,0,0,0,Australia,nearly extinct
285,sali1255,Salishan,,,,,,family,11,25,71,North America,
286,vile1241,Vilela,-27.4063,-58.9661,,,,language,0,0,0,South America,extinct
287,cand1248,Candoshi-Shapra,-4.23835,-76.9347,1120.0,,,language,0,0,3,South America,shifting
288,kama1371,Kamakanan,,,,,,family,1,4,0,South America,
289,kolp1236,Kol (Papua New Guinea),-5.21042,151.583,4000.0,,,language,0,0,2,Papunesia,shifting
290,drav1251,Dravidian,,,,,,family,46,80,140,Eurasia,
291,basq1248,Basque,43.2787,-1.3162200000000002,750000.0,,,language,0,0,11,Eurasia,threatened
292,mimi1240,Mimi-Gaudefroy,13.827507,21.11324,,,,language,0,0,0,Africa,extinct
293,coto1248,Cotoname,25.9116,-97.3956,,,,language,0,0,0,North America,extinct
294,kari1254,Kariri,-7.434628,-40.487275,,,,language,0,0,4,South America,extinct
295,more1255,Yam,,,,,,family,9,19,22,Papunesia,
296,japo1237,Japonic,,,,,,family,11,15,153,"Eurasia, Papunesia",
297,mara1266,Maratino,24.339089,-98.576661,,,,language,0,0,0,North America,extinct
298,ural1272,Uralic,,,,,,family,29,48,120,Eurasia,
299,buru1296,Burushaski,36.2161,74.8236,112000.0,,,language,0,0,3,Eurasia,shifting
300,tupi1275,Tupian,,,,,,family,41,71,47,South America,
301,aika1237,Aikanã,-12.6695,-60.5353,200.0,,,language,0,0,1,South America,threatened
302,kamu1264,Kamula-Elevala,,,,,,family,1,3,3,Papunesia,
303,limi1242,Limilngan-Wulna,,,,,,family,0,2,0,Australia,
304,saus1247,Sause,-3.1663200000000002,139.627,250.0,,,language,0,0,0,Papunesia,shifting
305,heib1242,Heibanic,,,,,,family,6,10,27,Africa,
306,khoe1240,Khoe-Kwadi,,,,,,family,11,14,44,Africa,
307,kibi1239,Kibiri,-7.4527600000000005,144.296,1200.0,,,language,0,0,2,Papunesia,shifting
308,cari1283,Cariban,,,,,,family,23,42,31,"North America, South America",
309,maku1246,Máku,3.9692309999999997,-64.235892,,,,language,0,0,0,South America,extinct
310,musk1252,Muskogean,,,,,,family,2,7,4,North America,
311,jodi1234,Jodi-Saliban,,,,,,family,2,4,0,South America,
312,hara1260,Harakmbut,,,,,,family,0,2,5,South America,
313,hibi1242,Hibito-Cholon,,,,,,family,0,2,0,South America,
314,garr1260,Garrwan,,,,,,family,0,2,2,Australia,extinct
315,papi1255,Papi,-4.4725,142.011,70.0,,,language,0,0,0,Papunesia,moribund
316,mail1249,Mailuan,,,,,,family,2,8,9,Papunesia,
317,soma1242,Somahai,,,2200.0,,,family,0,2,0,Papunesia,
318,sout2948,South Bougainville,,,,,,family,2,9,9,Papunesia,
319,mixe1287,Mixed Language,,,,,,family,9,12,0,"Australia, Eurasia, North America, South America",
320,waka1280,Wakashan,,,,,,family,4,6,3,North America,
321,tamb1257,Tambora,-8.25,118.0,,,,language,0,0,0,Papunesia,extinct
322,yuka1259,Yukaghir,,,,,,family,1,4,0,Eurasia,
323,tini1245,Tinigua,2.716,-73.768,1.0,,,language,0,0,2,South America,nearly extinct
324,touo1238,Touo,-8.58405,157.296,1900.0,,,language,0,0,0,Papunesia,shifting
325,kolo1268,Kolopom,,,,,,family,1,3,0,Papunesia,
326,algi1248,Algic,,,,,,family,21,46,40,North America,
327,wara1303,Warao,7.50851,-59.3528,32800.0,,,language,0,0,0,South America,threatened
328,trum1247,Trumai,-11.8119,-53.5717,51.0,,,language,0,0,0,South America,nearly extinct
329,fuln1247,Fulniô,-9.025910000000001,-37.1402,1000.0,,,language,0,0,2,South America,shifting
330,mata1289,Matacoan,,,,,,family,4,7,3,South America,
331,sepi1257,Sepik,,,,,,family,20,36,22,Papunesia,
332,book1242,Bookkeeping,,,,,,family,0,392,0,"Africa, Australia, Eurasia, North America, Papunesia, South America",
333,sape1238,Sapé,4.0735661,-62.96665210000001,,,,language,0,0,0,South America,extinct
334,sino1245,Sino-Tibetan,,,,,,family,292,496,996,Eurasia,
335,guai1237,Guaicurian,24.1666666667,-110.3,,,,language,0,0,0,North America,extinct
336,yare1250,Yareban,,,,,,family,2,5,5,Papunesia,
337,jiva1245,Chicham,,,,,,family,1,4,2,South America,
338,pura1257,Purari,-7.59133,145.036,7000.0,,,language,0,0,1,Papunesia,shifting
339,narr1279,Narrow Talodi,,,,,,family,5,8,6,Africa,
340,lake1255,Lakes Plain,,,,,,family,10,20,10,Papunesia,
341,araw1281,Arawakan,,,,,,family,51,76,48,"North America, South America",
342,char1238,Charruan,,,,,,family,0,3,0,South America,
343,sout1516,South Bird's Head Family,,,,,,family,2,6,8,Papunesia,
344,mose1249,Mosetén-Chimané,-14.64448,-67.83756,,,,language,0,0,0,South America,threatened
345,west2434,Western Daly,,,,,,family,5,11,4,Australia,
346,sius1254,Siuslaw,42.5111,-124.37899999999999,,,,language,0,0,0,North America,extinct
347,wali1264,Walioic,,,,,,family,1,4,0,Papunesia,
348,maib1239,Maybrat-Karon,-1.3679,132.591,25000.0,,,language,0,0,6,Papunesia,not endangered
349,guat1253,Guató,-17.8696,-57.2897,5.0,,,language,0,0,0,South America,nearly extinct
350,kaki1249,Kaki Ae,-7.9946,145.816,630.0,,,language,0,0,0,Papunesia,shifting
351,shab1252,Shabo,7.64407,35.223,400.0,,,language,0,0,0,Africa,moribund
352,anda1286,Andaqui,2.74999,-76.0,,,,language,0,0,0,South America,extinct
353,tuni1252,Tunica,30.9888,-92.5403,,,,language,0,0,0,North America,extinct
